collect_time,temperature,irradiance,wind_speed
2024-04-01 00:00:00,13.8,0.0,4.3
2024-04-01 00:05:00,13.6,0.0,3.5
2024-04-01 00:10:00,13.5,0.0,4.3
2024-04-01 00:15:00,13.8,0.0,3.1
2024-04-01 00:20:00,13.9,0.0,4.3
2024-04-01 00:25:00,13.8,0.0,3.9
2024-04-01 00:30:00,13.7,0.0,3.9
2024-04-01 00:35:00,13.3,0.0,3.1
2024-04-01 00:40:00,13.2,0.0,2.8
2024-04-01 00:45:00,13.5,0.0,3.1
2024-04-01 00:50:00,13.5,0.0,2.8
2024-04-01 00:55:00,13.5,0.0,0.0
2024-04-01 01:00:00,13.2,0.0,4.7
2024-04-01 01:05:00,13.0,0.0,3.5
2024-04-01 01:10:00,13.3,0.0,3.5
2024-04-01 01:15:00,13.5,0.0,3.5
2024-04-01 01:20:00,13.9,0.0,3.9
2024-04-01 01:25:00,13.7,0.0,2.8
2024-04-01 01:30:00,13.6,0.0,2.8
2024-04-01 01:35:00,13.2,0.0,2.8
2024-04-01 01:40:00,12.7,0.0,2.4
2024-04-01 01:45:00,12.4,0.0,3.9
2024-04-01 01:50:00,12.4,0.0,3.5
2024-04-01 01:55:00,12.7,0.0,3.5
2024-04-01 02:00:00,13.0,0.0,4.3
2024-04-01 02:05:00,13.7,0.0,3.9
2024-04-01 02:10:00,14.0,0.0,3.9
2024-04-01 02:15:00,14.1,0.0,4.3
2024-04-01 02:20:00,14.1,0.0,3.9
2024-04-01 02:25:00,14.1,0.0,3.9
2024-04-01 02:30:00,13.8,0.0,3.9
2024-04-01 02:35:00,13.4,0.0,4.3
2024-04-01 02:40:00,13.1,0.0,4.7
2024-04-01 02:45:00,12.9,0.0,3.9
2024-04-01 02:50:00,12.9,0.0,3.9
2024-04-01 02:55:00,13.0,0.0,3.1
2024-04-01 03:00:00,13.5,0.0,3.9
2024-04-01 03:05:00,13.1,0.0,0.0
2024-04-01 03:10:00,13.1,0.0,3.5
2024-04-01 03:15:00,13.0,0.0,0.0
2024-04-01 03:20:00,12.9,0.0,0.0
2024-04-01 03:25:00,12.6,0.0,0.0
2024-04-01 03:30:00,12.7,0.0,0.0
2024-04-01 03:35:00,12.6,0.0,0.0
2024-04-01 03:40:00,12.3,0.0,0.0
2024-04-01 03:45:00,12.5,0.0,0.0
2024-04-01 03:50:00,12.0,0.0,0.0
2024-04-01 03:55:00,11.0,0.0,0.0
2024-04-01 04:00:00,11.1,0.0,0.0
2024-04-01 04:05:00,11.1,0.0,3.5
2024-04-01 04:10:00,11.3,0.0,0.0
2024-04-01 04:15:00,11.8,0.0,0.0
2024-04-01 04:20:00,13.0,0.0,4.3
2024-04-01 04:25:00,13.0,0.0,0.0
2024-04-01 04:30:00,13.1,0.0,0.0
2024-04-01 04:35:00,13.1,0.0,0.0
2024-04-01 04:40:00,13.3,0.0,0.0
2024-04-01 04:45:00,13.3,0.0,0.0
2024-04-01 04:50:00,13.5,0.0,0.0
2024-04-01 04:55:00,13.8,0.0,0.0
2024-04-01 05:00:00,13.5,0.0,0.0
2024-04-01 05:05:00,13.3,0.0,0.0
2024-04-01 05:10:00,13.1,0.0,0.0
2024-04-01 05:15:00,11.8,0.0,0.0
2024-04-01 05:20:00,11.8,0.0,0.0
2024-04-01 05:25:00,12.1,0.0,0.0
2024-04-01 05:30:00,12.7,0.0,0.0
2024-04-01 05:35:00,13.3,0.0,0.0
2024-04-01 05:40:00,12.0,0.0,0.0
2024-04-01 05:45:00,11.7,0.0,0.0
2024-04-01 05:50:00,12.3,0.0,0.0
2024-04-01 05:55:00,13.0,0.0,0.0
2024-04-01 06:00:00,13.1,0.0,0.0
2024-04-01 06:05:00,13.3,0.0,0.0
2024-04-01 06:10:00,13.3,0.0,0.0
2024-04-01 06:15:00,12.6,0.0,0.0
2024-04-01 06:20:00,12.6,0.0,0.0
2024-04-01 06:25:00,13.2,0.0,0.0
2024-04-01 06:30:00,13.5,0.0,0.0
2024-04-01 06:35:00,13.0,0.0,0.0
2024-04-01 06:40:00,12.6,0.0,0.0
2024-04-01 06:45:00,11.8,0.0,0.0
2024-04-01 06:50:00,12.5,0.0,0.0
2024-04-01 06:55:00,13.3,0.4,0.0
2024-04-01 07:00:00,13.4,2.3,0.0
2024-04-01 07:05:00,13.1,3.7,2.0
2024-04-01 07:10:00,13.4,7.5,2.0
2024-04-01 07:15:00,13.5,11.3,0.0
2024-04-01 07:20:00,14.3,15.5,0.0
2024-04-01 07:25:00,12.6,20.7,0.0
2024-04-01 07:30:00,13.1,27.3,0.0
2024-04-01 07:35:00,13.6,36.8,0.0
2024-04-01 07:40:00,13.1,47.6,0.0
2024-04-01 07:45:00,13.5,59.9,0.0
