collect_time,temperature,irradiance,wind_speed
2024-12-01 00:00:00,15.3,0.0,16.1
2024-12-01 00:05:00,15.4,0.0,13.0
2024-12-01 00:10:00,15.4,0.0,16.8
2024-12-01 00:15:00,15.4,0.0,12.7
2024-12-01 00:20:00,15.3,0.0,16.1
2024-12-01 00:25:00,15.3,0.0,16.1
2024-12-01 00:30:00,15.3,0.0,14.9
2024-12-01 00:35:00,15.3,0.0,10.0
2024-12-01 00:40:00,15.4,0.0,14.6
2024-12-01 00:45:00,15.4,0.0,13.0
2024-12-01 00:50:00,15.3,0.0,13.0
2024-12-01 00:55:00,15.4,0.0,19.1
2024-12-01 01:00:00,15.4,0.0,13.4
2024-12-01 01:05:00,15.4,0.0,11.5
2024-12-01 01:10:00,15.4,0.0,13.8
2024-12-01 01:15:00,15.5,0.0,12.7
2024-12-01 01:20:00,15.5,0.0,13.8
2024-12-01 01:25:00,15.5,0.0,17.6
2024-12-01 01:30:00,15.8,0.0,10.4
2024-12-01 01:35:00,15.8,0.0,15.7
2024-12-01 01:40:00,16.0,0.0,17.6
2024-12-01 01:45:00,15.9,0.0,14.6
2024-12-01 01:50:00,15.9,0.0,14.6
2024-12-01 01:55:00,16.0,0.0,14.9
2024-12-01 02:00:00,16.0,0.0,16.8
2024-12-01 02:05:00,15.9,0.0,9.2
2024-12-01 02:10:00,15.9,0.0,14.6
2024-12-01 02:15:00,15.9,0.0,16.1
2024-12-01 02:20:00,16.0,0.0,17.2
2024-12-01 02:25:00,16.0,0.0,19.9
2024-12-01 02:30:00,16.0,0.0,18.4
2024-12-01 02:35:00,15.9,0.0,21.8
2024-12-01 02:40:00,16.0,0.0,21.8
2024-12-01 02:45:00,16.0,0.0,16.1
2024-12-01 02:50:00,15.9,0.0,24.8
2024-12-01 02:55:00,16.0,0.0,19.9
2024-12-01 03:00:00,16.0,0.0,10.4
2024-12-01 03:05:00,15.8,0.0,14.9
2024-12-01 03:10:00,16.0,0.0,14.6
2024-12-01 03:15:00,16.0,0.0,15.3
2024-12-01 03:20:00,16.1,0.0,23.3
2024-12-01 03:25:00,16.0,0.0,14.9
2024-12-01 03:30:00,15.9,0.0,15.7
2024-12-01 03:35:00,16.1,0.0,14.2
2024-12-01 03:40:00,16.2,0.0,17.2
2024-12-01 03:45:00,16.1,0.0,11.9
2024-12-01 03:50:00,16.1,0.0,11.9
2024-12-01 03:55:00,16.0,0.0,17.2
2024-12-01 04:00:00,16.0,0.0,16.8
2024-12-01 04:05:00,15.8,0.0,26.7
2024-12-01 04:10:00,16.0,0.0,18.0
2024-12-01 04:15:00,15.9,0.0,19.1
2024-12-01 04:20:00,15.9,0.0,19.9
2024-12-01 04:25:00,16.0,0.0,14.6
2024-12-01 04:30:00,15.9,0.0,13.0
2024-12-01 04:35:00,15.8,0.0,14.6
2024-12-01 04:40:00,15.7,0.0,15.3
2024-12-01 04:45:00,15.8,0.0,19.5
2024-12-01 04:50:00,15.9,0.0,15.3
2024-12-01 04:55:00,15.8,0.0,16.1
2024-12-01 05:00:00,15.7,0.0,11.5
2024-12-01 05:05:00,15.6,0.4,14.9
2024-12-01 05:10:00,15.6,0.0,18.4
2024-12-01 05:15:00,15.7,0.0,14.6
2024-12-01 05:20:00,15.8,0.0,13.4
2024-12-01 05:25:00,15.8,0.0,14.2
2024-12-01 05:30:00,15.8,0.0,13.8
2024-12-01 05:35:00,15.8,0.0,13.0
2024-12-01 05:40:00,15.8,0.0,10.4
2024-12-01 05:45:00,15.6,0.0,16.5
2024-12-01 05:50:00,15.6,0.0,13.8
2024-12-01 05:55:00,15.7,0.0,10.4
2024-12-01 06:00:00,15.7,0.0,17.6
2024-12-01 06:05:00,14.7,0.0,9.2
2024-12-01 06:10:00,13.6,0.0,7.3
2024-12-01 06:15:00,13.2,0.0,4.7
2024-12-01 06:20:00,13.0,0.0,4.7
2024-12-01 06:25:00,12.8,0.0,3.1
2024-12-01 06:30:00,12.7,0.0,5.8
2024-12-01 06:35:00,12.6,0.0,5.0
2024-12-01 06:40:00,12.5,0.0,4.3
2024-12-01 06:45:00,12.3,0.0,9.6
2024-12-01 06:50:00,12.0,0.0,6.6
2024-12-01 06:55:00,12.0,0.4,4.3
2024-12-01 07:00:00,11.8,0.4,5.8
2024-12-01 07:05:00,11.8,0.4,5.0
2024-12-01 07:10:00,11.8,0.9,6.6
2024-12-01 07:15:00,11.9,2.3,5.8
2024-12-01 07:20:00,12.0,1.8,6.2
2024-12-01 07:25:00,12.1,2.3,6.9
2024-12-01 07:30:00,12.1,4.2,7.3
2024-12-01 07:35:00,12.0,6.1,8.1
2024-12-01 07:40:00,11.9,6.6,6.9
2024-12-01 07:45:00,11.8,4.7,6.6
2024-12-01 07:50:00,11.9,6.1,6.2
2024-12-01 07:55:00,11.8,6.6,5.8
2024-12-01 08:00:00,11.9,4.2,5.0
2024-12-01 08:05:00,12.0,9.9,6.2
2024-12-01 08:10:00,12.1,12.2,4.3
